Division Name,School Name,English Learners,Total Count,Sch_Div
Prince William County,Rippon Middle,N,706,Rippon Middle Prince William County Public Schools
Prince William County,Rippon Middle,Y,191,Rippon Middle Prince William County Public Schools
Prince William County,River Oaks Elementary,N,375,River Oaks Elementary Prince William County Public Schools
Prince William County,River Oaks Elementary,Y,159,River Oaks Elementary Prince William County Public Schools
Prince William County,Rockledge Elementary,N,300,Rockledge Elementary Prince William County Public Schools
Prince William County,Rockledge Elementary,Y,146,Rockledge Elementary Prince William County Public Schools
Prince William County,Ronald Wilson Reagan Middle,N,"1,243",Ronald Wilson Reagan Middle Prince William County Public Schools
Prince William County,Ronald Wilson Reagan Middle,Y,45,Ronald Wilson Reagan Middle Prince William County Public Schools
Prince William County,Rosa Parks Elementary,N,435,Rosa Parks Elementary Prince William County Public Schools
Prince William County,Rosa Parks Elementary,Y,155,Rosa Parks Elementary Prince William County Public Schools
Prince William County,Samuel L. Gravely Jr. Elementary,N,736,Samuel L. Gravely Jr. Elementary Prince William County Public Schools
Prince William County,Samuel L. Gravely Jr. Elementary,Y,64,Samuel L. Gravely Jr. Elementary Prince William County Public Schools
Prince William County,Sharon C. McAuliffe Elementary,N,255,Sharon C. McAuliffe Elementary Prince William County Public Schools
Prince William County,Sharon C. McAuliffe Elementary,Y,136,Sharon C. McAuliffe Elementary Prince William County Public Schools
Prince William County,Signal Hill Elementary,N,562,Signal Hill Elementary Prince William County Public Schools
Prince William County,Signal Hill Elementary,Y,163,Signal Hill Elementary Prince William County Public Schools
Prince William County,Sonnie Penn Elementary,N,529,Sonnie Penn Elementary Prince William County Public Schools
Prince William County,Sonnie Penn Elementary,Y,132,Sonnie Penn Elementary Prince William County Public Schools
Prince William County,Springwoods Elementary,N,619,Springwoods Elementary Prince William County Public Schools
Prince William County,Springwoods Elementary,Y,197,Springwoods Elementary Prince William County Public Schools
Prince William County,Stuart M. Beville Middle,N,611,Stuart M. Beville Middle Prince William County Public Schools
Prince William County,Stuart M. Beville Middle,Y,227,Stuart M. Beville Middle Prince William County Public Schools
Prince William County,Sudley Elementary,N,232,Sudley Elementary Prince William County Public Schools
Prince William County,Sudley Elementary,Y,380,Sudley Elementary Prince William County Public Schools
Prince William County,Suella G. Ellis Elementary,N,208,Suella G. Ellis Elementary Prince William County Public Schools
Prince William County,Suella G. Ellis Elementary,Y,203,Suella G. Ellis Elementary Prince William County Public Schools
Prince William County,Swans Creek Elementary,N,423,Swans Creek Elementary Prince William County Public Schools
Prince William County,Swans Creek Elementary,Y,149,Swans Creek Elementary Prince William County Public Schools
Prince William County,T. Clay Wood Elementary,N,749,T. Clay Wood Elementary Prince William County Public Schools
Prince William County,T. Clay Wood Elementary,Y,65,T. Clay Wood Elementary Prince William County Public Schools
Prince William County,The Nokesville School,N,992,The Nokesville School Prince William County Public Schools
Prince William County,The Nokesville School,Y,109,The Nokesville School Prince William County Public Schools
Prince William County,Thurgood Marshall Elementary,N,572,Thurgood Marshall Elementary Prince William County Public Schools
Prince William County,Thurgood Marshall Elementary,Y,54,Thurgood Marshall Elementary Prince William County Public Schools
Prince William County,Triangle Elementary,N,489,Triangle Elementary Prince William County Public Schools
Prince William County,Triangle Elementary,Y,227,Triangle Elementary Prince William County Public Schools
Prince William County,Unity Braxton Middle,N,485,Unity Braxton Middle Prince William County Public Schools
Prince William County,Unity Braxton Middle,Y,361,Unity Braxton Middle Prince William County Public Schools
Prince William County,Unity Reed High,N,"1,617",Unity Reed High Prince William County Public Schools
Prince William County,Unity Reed High,Y,701,Unity Reed High Prince William County Public Schools
Prince William County,Victory Elementary,N,555,Victory Elementary Prince William County Public Schools
Prince William County,Victory Elementary,Y,72,Victory Elementary Prince William County Public Schools
Prince William County,West Gate Elementary,N,158,West Gate Elementary Prince William County Public Schools
Prince William County,West Gate Elementary,Y,399,West Gate Elementary Prince William County Public Schools
Prince William County,Westridge Elementary,N,553,Westridge Elementary Prince William County Public Schools
Prince William County,Westridge Elementary,Y,97,Westridge Elementary Prince William County Public Schools
Prince William County,Woodbine Pre-School Center,N,61,Woodbine Pre-School Center Prince William County Public Schools
Prince William County,Woodbridge High,N,"2,437",Woodbridge High Prince William County Public Schools
Prince William County,Woodbridge High,Y,261,Woodbridge High Prince William County Public Schools
Prince William County,Woodbridge Middle,N,644,Woodbridge Middle Prince William County Public Schools
Prince William County,Woodbridge Middle,Y,138,Woodbridge Middle Prince William County Public Schools
Prince William County,Yorkshire Elementary,N,288,Yorkshire Elementary Prince William County Public Schools
Prince William County,Yorkshire Elementary,Y,463,Yorkshire Elementary Prince William County Public Schools
Pulaski County,Critzer Elementary,N,392,Critzer Elementary Pulaski County Public Schools
Pulaski County,Critzer Elementary,Y,,Critzer Elementary Pulaski County Public Schools
Pulaski County,Dublin Elementary,N,411,Dublin Elementary Pulaski County Public Schools
Pulaski County,Dublin Elementary,Y,,Dublin Elementary Pulaski County Public Schools
Pulaski County,Pulaski County Middle,N,894,Pulaski County Middle Pulaski County Public Schools
Pulaski County,Pulaski County Middle,Y,11,Pulaski County Middle Pulaski County Public Schools
Pulaski County,Pulaski County Senior High,N,"1,205",Pulaski County Senior High Pulaski County Public Schools
Pulaski County,Pulaski County Senior High,Y,19,Pulaski County Senior High Pulaski County Public Schools
Pulaski County,Pulaski Elementary,N,508,Pulaski Elementary Pulaski County Public Schools
Pulaski County,Pulaski Elementary,Y,,Pulaski Elementary Pulaski County Public Schools
Pulaski County,Riverlawn Elementary,N,355,Riverlawn Elementary Pulaski County Public Schools
Pulaski County,Riverlawn Elementary,Y,16,Riverlawn Elementary Pulaski County Public Schools
Pulaski County,Snowville Elementary,N,203,Snowville Elementary Pulaski County Public Schools
Radford City,Belle Heth Elementary,N,960,Belle Heth Elementary Radford City Public Schools
Radford City,Belle Heth Elementary,Y,,Belle Heth Elementary Radford City Public Schools
Radford City,John N. Dalton Intermediate,N,520,John N. Dalton Intermediate Radford City Public Schools
Radford City,John N. Dalton Intermediate,Y,,John N. Dalton Intermediate Radford City Public Schools
Radford City,McHarg Elementary,N,381,McHarg Elementary Radford City Public Schools
Radford City,Radford High,N,820,Radford High Radford City Public Schools
Radford City,Radford High,Y,,Radford High Radford City Public Schools
Rappahannock County,Rappahannock County Elementary,N,420,Rappahannock County Elementary Rappahannock County Public Schools
Rappahannock County,Rappahannock County Elementary,Y,23,Rappahannock County Elementary Rappahannock County Public Schools
Rappahannock County,Rappahannock County High,N,286,Rappahannock County High Rappahannock County Public Schools
Rappahannock County,Rappahannock County High,Y,14,Rappahannock County High Rappahannock County Public Schools
Richmond City,Albert Hill Middle,N,433,Albert Hill Middle Richmond City Public Schools
Richmond City,Albert Hill Middle,Y,,Albert Hill Middle Richmond City Public Schools
Richmond City,Amelia Street Special Education,N,18,Amelia Street Special Education Richmond City Public Schools
Richmond City,Armstrong High,N,771,Armstrong High Richmond City Public Schools
Richmond City,Armstrong High,Y,,Armstrong High Richmond City Public Schools
Richmond City,Barack Obama Elementary,N,272,Barack Obama Elementary Richmond City Public Schools
Richmond City,Barack Obama Elementary,Y,,Barack Obama Elementary Richmond City Public Schools
Richmond City,Bellevue Elementary,N,194,Bellevue Elementary Richmond City Public Schools
Richmond City,Bellevue Elementary,Y,,Bellevue Elementary Richmond City Public Schools
Richmond City,Binford Middle,N,402,Binford Middle Richmond City Public Schools
Richmond City,Binford Middle,Y,,Binford Middle Richmond City Public Schools
Richmond City,Blackwell Elementary,N,361,Blackwell Elementary Richmond City Public Schools
Richmond City,Blackwell Elementary,Y,15,Blackwell Elementary Richmond City Public Schools
Richmond City,Broad Rock Elementary,N,416,Broad Rock Elementary Richmond City Public Schools
Richmond City,Broad Rock Elementary,Y,231,Broad Rock Elementary Richmond City Public Schools
Richmond City,Cardinal Elementary,N,202,Cardinal Elementary Richmond City Public Schools
Richmond City,Cardinal Elementary,Y,642,Cardinal Elementary Richmond City Public Schools
Richmond City,Chimborazo Elementary,N,387,Chimborazo Elementary Richmond City Public Schools
Richmond City,Chimborazo Elementary,Y,,Chimborazo Elementary Richmond City Public Schools
Richmond City,Elizabeth D. Redd Elementary,N,273,Elizabeth D. Redd Elementary Richmond City Public Schools
Richmond City,Elizabeth D. Redd Elementary,Y,108,Elizabeth D. Redd Elementary Richmond City Public Schools
Richmond City,Fairfield Court Elementary,N,238,Fairfield Court Elementary Richmond City Public Schools
Richmond City,Fairfield Court Elementary,Y,,Fairfield Court Elementary Richmond City Public Schools
Richmond City,Franklin Military Academy,N,281,Franklin Military Academy Richmond City Public Schools
Richmond City,Franklin Military Academy,Y,,Franklin Military Academy Richmond City Public Schools
Richmond City,G.H. Reid Elementary,N,400,G.H. Reid Elementary Richmond City Public Schools
Richmond City,G.H. Reid Elementary,Y,239,G.H. Reid Elementary Richmond City Public Schools
Richmond City,George W. Carver Elementary,N,373,George W. Carver Elementary Richmond City Public Schools
Richmond City,George W. Carver Elementary,Y,,George W. Carver Elementary Richmond City Public Schools
Richmond City,George Wythe High,N,801,George Wythe High Richmond City Public Schools
Richmond City,George Wythe High,Y,471,George Wythe High Richmond City Public Schools
Richmond City,Ginter Park Elementary,N,275,Ginter Park Elementary Richmond City Public Schools
Richmond City,Ginter Park Elementary,Y,,Ginter Park Elementary Richmond City Public Schools
Richmond City,Henderson Middle,N,414,Henderson Middle Richmond City Public Schools
Richmond City,Henderson Middle,Y,12,Henderson Middle Richmond City Public Schools
Richmond City,Henry Marsh III Elementary,N,470,Henry Marsh III Elementary Richmond City Public Schools
Richmond City,Henry Marsh III Elementary,Y,,Henry Marsh III Elementary Richmond City Public Schools
Richmond City,Huguenot High,N,"1,091",Huguenot High Richmond City Public Schools
Richmond City,Huguenot High,Y,215,Huguenot High Richmond City Public Schools
Richmond City,J.B. Fisher Elementary,N,230,J.B. Fisher Elementary Richmond City Public Schools
Richmond City,J.B. Fisher Elementary,Y,19,J.B. Fisher Elementary Richmond City Public Schools
Richmond City,J.L. Francis Elementary,N,306,J.L. Francis Elementary Richmond City Public Schools
Richmond City,J.L. Francis Elementary,Y,221,J.L. Francis Elementary Richmond City Public Schools
Richmond City,John B. Cary Elementary,N,208,John B. Cary Elementary Richmond City Public Schools
Richmond City,John B. Cary Elementary,Y,12,John B. Cary Elementary Richmond City Public Schools
Richmond City,John Marshall High,N,533,John Marshall High Richmond City Public Schools
Richmond City,John Marshall High,Y,,John Marshall High Richmond City Public Schools
Richmond City,Linwood Holton Elementary,N,432,Linwood Holton Elementary Richmond City Public Schools
Richmond City,Linwood Holton Elementary,Y,,Linwood Holton Elementary Richmond City Public Schools
Richmond City,Lucille M. Brown Middle,N,504,Lucille M. Brown Middle Richmond City Public Schools
Richmond City,Lucille M. Brown Middle,Y,42,Lucille M. Brown Middle Richmond City Public Schools
Richmond City,Martin Luther King Jr. Early Learning Center,N,145,Martin Luther King Jr. Early Learning Center Richmond City Public Schools
Richmond City,Martin Luther King Jr. Middle,N,512,Martin Luther King Jr. Middle Richmond City Public Schools
Richmond City,Martin Luther King Jr. Middle,Y,,Martin Luther King Jr. Middle Richmond City Public Schools
Richmond City,Mary Munford Elementary,N,402,Mary Munford Elementary Richmond City Public Schools
Richmond City,Mary Munford Elementary,Y,,Mary Munford Elementary Richmond City Public Schools
Richmond City,Maymont Pre-K Center,N,541,Maymont Pre-K Center Richmond City Public Schools
Richmond City,Miles Jones Elementary,N,416,Miles Jones Elementary Richmond City Public Schools
Richmond City,Miles Jones Elementary,Y,107,Miles Jones Elementary Richmond City Public Schools
Richmond City,Oak Grove/Bellemeade Elementary,N,460,Oak Grove/Bellemeade Elementary Richmond City Public Schools
Richmond City,Oak Grove/Bellemeade Elementary,Y,86,Oak Grove/Bellemeade Elementary Richmond City Public Schools
Richmond City,Open High,N,183,Open High Richmond City Public Schools
Richmond City,Open High,Y,,Open High Richmond City Public Schools
Richmond City,Overby-Sheppard Elementary,N,262,Overby-Sheppard Elementary Richmond City Public Schools
Richmond City,Overby-Sheppard Elementary,Y,,Overby-Sheppard Elementary Richmond City Public Schools
Richmond City,Patrick Henry School Of Science And Arts,N,316,Patrick Henry School Of Science And Arts Richmond City Public Schools
Richmond City,Richmond Alternative,N,141,Richmond Alternative Richmond City Public Schools
Richmond City,Richmond Career Education and Employment Charter School,N,22,Richmond Career Education and Employment Charter School Richmond City Public Schools
Richmond City,Richmond Community High,N,209,Richmond Community High Richmond City Public Schools
Richmond City,Richmond Community High,Y,,Richmond Community High Richmond City Public Schools
Richmond City,River City Middle,N,892,River City Middle Richmond City Public Schools
Richmond City,River City Middle,Y,458,River City Middle Richmond City Public Schools
Richmond City,Southampton Elementary,N,413,Southampton Elementary Richmond City Public Schools
Richmond City,Southampton Elementary,Y,22,Southampton Elementary Richmond City Public Schools
Richmond City,Summer Hill Preschool Center,N,124,Summer Hill Preschool Center Richmond City Public Schools
Richmond City,Swansboro Elementary,N,141,Swansboro Elementary Richmond City Public Schools
Richmond City,Swansboro Elementary,Y,20,Swansboro Elementary Richmond City Public Schools
Richmond City,Thomas C. Boushall Middle,N,330,Thomas C. Boushall Middle Richmond City Public Schools
Richmond City,Thomas C. Boushall Middle,Y,91,Thomas C. Boushall Middle Richmond City Public Schools
Richmond City,Thomas Jefferson High,N,879,Thomas Jefferson High Richmond City Public Schools
Richmond City,Thomas Jefferson High,Y,25,Thomas Jefferson High Richmond City Public Schools
Richmond City,Westover Hills Elementary,N,356,Westover Hills Elementary Richmond City Public Schools
Richmond City,Westover Hills Elementary,Y,11,Westover Hills Elementary Richmond City Public Schools
Richmond City,William Fox Elementary,N,354,William Fox Elementary Richmond City Public Schools
Richmond City,William Fox Elementary,Y,,William Fox Elementary Richmond City Public Schools
Richmond City,Woodville Elementary,N,265,Woodville Elementary Richmond City Public Schools
Richmond County,Rappahannock High,N,510,Rappahannock High Richmond County Public Schools
Richmond County,Rappahannock High,Y,,Rappahannock High Richmond County Public Schools
Richmond County,Richmond County Elementary,N,732,Richmond County Elementary Richmond County Public Schools
Richmond County,Richmond County Elementary,Y,47,Richmond County Elementary Richmond County Public Schools
Roanoke City,Addison Aerospace Magnet Middle,N,540,Addison Aerospace Magnet Middle Roanoke City Public Schools
Roanoke City,Addison Aerospace Magnet Middle,Y,18,Addison Aerospace Magnet Middle Roanoke City Public Schools
Roanoke City,Breckinridge Middle,N,528,Breckinridge Middle Roanoke City Public Schools
Roanoke City,Breckinridge Middle,Y,27,Breckinridge Middle Roanoke City Public Schools
Roanoke City,Crystal Spring Elementary,N,318,Crystal Spring Elementary Roanoke City Public Schools
Roanoke City,Crystal Spring Elementary,Y,,Crystal Spring Elementary Roanoke City Public Schools
Roanoke City,Fairview Elementary,N,414,Fairview Elementary Roanoke City Public Schools
Roanoke City,Fairview Elementary,Y,81,Fairview Elementary Roanoke City Public Schools
Roanoke City,Fallon Park Elementary,N,471,Fallon Park Elementary Roanoke City Public Schools
Roanoke City,Fallon Park Elementary,Y,91,Fallon Park Elementary Roanoke City Public Schools
Roanoke City,Fishburn Park Elementary,N,258,Fishburn Park Elementary Roanoke City Public Schools
Roanoke City,Fishburn Park Elementary,Y,15,Fishburn Park Elementary Roanoke City Public Schools
Roanoke City,Garden City Elementary,N,275,Garden City Elementary Roanoke City Public Schools
Roanoke City,Garden City Elementary,Y,,Garden City Elementary Roanoke City Public Schools
Roanoke City,Grandin Court Elementary,N,335,Grandin Court Elementary Roanoke City Public Schools
Roanoke City,Grandin Court Elementary,Y,,Grandin Court Elementary Roanoke City Public Schools
Roanoke City,Highland Park Elementary,N,373,Highland Park Elementary Roanoke City Public Schools
Roanoke City,Highland Park Elementary,Y,,Highland Park Elementary Roanoke City Public Schools
Roanoke City,Hurt Park Elementary,N,292,Hurt Park Elementary Roanoke City Public Schools
Roanoke City,Hurt Park Elementary,Y,43,Hurt Park Elementary Roanoke City Public Schools
Roanoke City,James Madison Middle,N,559,James Madison Middle Roanoke City Public Schools
Roanoke City,James Madison Middle,Y,,James Madison Middle Roanoke City Public Schools
Roanoke City,John P. Fishwick Middle,N,356,John P. Fishwick Middle Roanoke City Public Schools
Roanoke City,John P. Fishwick Middle,Y,95,John P. Fishwick Middle Roanoke City Public Schools
Roanoke City,Lincoln Terrace Elementary,N,260,Lincoln Terrace Elementary Roanoke City Public Schools
Roanoke City,Lincoln Terrace Elementary,Y,28,Lincoln Terrace Elementary Roanoke City Public Schools
Roanoke City,Monterey Elementary,N,360,Monterey Elementary Roanoke City Public Schools
Roanoke City,Monterey Elementary,Y,108,Monterey Elementary Roanoke City Public Schools
Roanoke City,Morningside Elementary,N,254,Morningside Elementary Roanoke City Public Schools
Roanoke City,Morningside Elementary,Y,,Morningside Elementary Roanoke City Public Schools
Roanoke City,Patrick Henry High,N,"1,934",Patrick Henry High Roanoke City Public Schools
Roanoke City,Patrick Henry High,Y,80,Patrick Henry High Roanoke City Public Schools
Roanoke City,Preston Park Elementary,N,267,Preston Park Elementary Roanoke City Public Schools
Roanoke City,Preston Park Elementary,Y,221,Preston Park Elementary Roanoke City Public Schools
Roanoke City,Roanoke Academy For Mathematics & Science Elementary,N,371,Roanoke Academy For Mathematics & Science Elementary Roanoke City Public Schools
Roanoke City,Roanoke Academy For Mathematics & Science Elementary,Y,12,Roanoke Academy For Mathematics & Science Elementary Roanoke City Public Schools
Roanoke City,Round Hill Elementary,N,581,Round Hill Elementary Roanoke City Public Schools
Roanoke City,Round Hill Elementary,Y,155,Round Hill Elementary Roanoke City Public Schools
Roanoke City,Virginia Heights Elementary,N,254,Virginia Heights Elementary Roanoke City Public Schools
Roanoke City,Virginia Heights Elementary,Y,33,Virginia Heights Elementary Roanoke City Public Schools
Roanoke City,Wasena Elementary,N,193,Wasena Elementary Roanoke City Public Schools
Roanoke City,Wasena Elementary,Y,16,Wasena Elementary Roanoke City Public Schools
Roanoke City,Westside Elementary,N,568,Westside Elementary Roanoke City Public Schools
Roanoke City,Westside Elementary,Y,112,Westside Elementary Roanoke City Public Schools
Roanoke City,William Fleming High,N,"1,527",William Fleming High Roanoke City Public Schools
Roanoke City,William Fleming High,Y,257,William Fleming High Roanoke City Public Schools
Roanoke City,Woodrow Wilson Middle,N,528,Woodrow Wilson Middle Roanoke City Public Schools
Roanoke City,Woodrow Wilson Middle,Y,86,Woodrow Wilson Middle Roanoke City Public Schools
Roanoke County,Back Creek Elementary,N,284,Back Creek Elementary Roanoke County Public Schools
Roanoke County,Bonsack Elementary,N,304,Bonsack Elementary Roanoke County Public Schools
Roanoke County,Bonsack Elementary,Y,15,Bonsack Elementary Roanoke County Public Schools
Roanoke County,Burlington Elementary,N,388,Burlington Elementary Roanoke County Public Schools
Roanoke County,Burlington Elementary,Y,55,Burlington Elementary Roanoke County Public Schools
Roanoke County,Cave Spring Elementary,N,463,Cave Spring Elementary Roanoke County Public Schools
Roanoke County,Cave Spring Elementary,Y,20,Cave Spring Elementary Roanoke County Public Schools
Roanoke County,Cave Spring High,N,"1,008",Cave Spring High Roanoke County Public Schools
Roanoke County,Cave Spring High,Y,10,Cave Spring High Roanoke County Public Schools
Roanoke County,Cave Spring Middle,N,739,Cave Spring Middle Roanoke County Public Schools
Roanoke County,Cave Spring Middle,Y,17,Cave Spring Middle Roanoke County Public Schools
Roanoke County,Clearbrook Elementary,N,320,Clearbrook Elementary Roanoke County Public Schools
Roanoke County,Clearbrook Elementary,Y,13,Clearbrook Elementary Roanoke County Public Schools
Roanoke County,Fort Lewis Elementary,N,248,Fort Lewis Elementary Roanoke County Public Schools
Roanoke County,Fort Lewis Elementary,Y,,Fort Lewis Elementary Roanoke County Public Schools
Roanoke County,Glen Cove Elementary,N,381,Glen Cove Elementary Roanoke County Public Schools
Roanoke County,Glen Cove Elementary,Y,19,Glen Cove Elementary Roanoke County Public Schools
Roanoke County,Glenvar Elementary,N,330,Glenvar Elementary Roanoke County Public Schools
Roanoke County,Glenvar Elementary,Y,11,Glenvar Elementary Roanoke County Public Schools
Roanoke County,Glenvar High,N,616,Glenvar High Roanoke County Public Schools
Roanoke County,Glenvar High,Y,,Glenvar High Roanoke County Public Schools
Roanoke County,Glenvar Middle,N,426,Glenvar Middle Roanoke County Public Schools
Roanoke County,Glenvar Middle,Y,,Glenvar Middle Roanoke County Public Schools
Roanoke County,Green Valley Elementary,N,487,Green Valley Elementary Roanoke County Public Schools
Roanoke County,Green Valley Elementary,Y,42,Green Valley Elementary Roanoke County Public Schools
Roanoke County,Herman L. Horn Elementary,N,387,Herman L. Horn Elementary Roanoke County Public Schools
Roanoke County,Herman L. Horn Elementary,Y,14,Herman L. Horn Elementary Roanoke County Public Schools
Roanoke County,Hidden Valley High,N,807,Hidden Valley High Roanoke County Public Schools
Roanoke County,Hidden Valley High,Y,,Hidden Valley High Roanoke County Public Schools
Roanoke County,Hidden Valley Middle,N,521,Hidden Valley Middle Roanoke County Public Schools
Roanoke County,Hidden Valley Middle,Y,14,Hidden Valley Middle Roanoke County Public Schools
Roanoke County,Mason's Cove Elementary,N,203,Mason's Cove Elementary Roanoke County Public Schools
Roanoke County,Mount Pleasant Elementary,N,231,Mount Pleasant Elementary Roanoke County Public Schools
Roanoke County,Mount Pleasant Elementary,Y,19,Mount Pleasant Elementary Roanoke County Public Schools
Roanoke County,Mountain View Elementary,N,302,Mountain View Elementary Roanoke County Public Schools
Roanoke County,Mountain View Elementary,Y,17,Mountain View Elementary Roanoke County Public Schools
Roanoke County,Northside High,N,881,Northside High Roanoke County Public Schools
Roanoke County,Northside High,Y,25,Northside High Roanoke County Public Schools
Roanoke County,Northside Middle,N,603,Northside Middle Roanoke County Public Schools
Roanoke County,Northside Middle,Y,25,Northside Middle Roanoke County Public Schools
Roanoke County,Oak Grove Elementary,N,391,Oak Grove Elementary Roanoke County Public Schools
Roanoke County,Oak Grove Elementary,Y,10,Oak Grove Elementary Roanoke County Public Schools
Roanoke County,Penn Forest Elementary,N,420,Penn Forest Elementary Roanoke County Public Schools
Roanoke County,Penn Forest Elementary,Y,,Penn Forest Elementary Roanoke County Public Schools
Roanoke County,W.E. Cundiff Elementary,N,485,W.E. Cundiff Elementary Roanoke County Public Schools
Roanoke County,W.E. Cundiff Elementary,Y,12,W.E. Cundiff Elementary Roanoke County Public Schools
Roanoke County,William Byrd High,N,"1,092",William Byrd High Roanoke County Public Schools
Roanoke County,William Byrd High,Y,14,William Byrd High Roanoke County Public Schools
Roanoke County,William Byrd Middle,N,835,William Byrd Middle Roanoke County Public Schools
Roanoke County,William Byrd Middle,Y,16,William Byrd Middle Roanoke County Public Schools
Rockbridge County,Central Elementary,N,423,Central Elementary Rockbridge County Public Schools
Rockbridge County,Central Elementary,Y,,Central Elementary Rockbridge County Public Schools
Rockbridge County,Fairfield Elementary,N,230,Fairfield Elementary Rockbridge County Public Schools
Rockbridge County,Fairfield Elementary,Y,,Fairfield Elementary Rockbridge County Public Schools
Rockbridge County,Maury River Middle,N,557,Maury River Middle Rockbridge County Public Schools
Rockbridge County,Maury River Middle,Y,,Maury River Middle Rockbridge County Public Schools
Rockbridge County,Mountain View Elementary,N,133,Mountain View Elementary Rockbridge County Public Schools
Rockbridge County,Natural Bridge Elementary,N,219,Natural Bridge Elementary Rockbridge County Public Schools
Rockbridge County,Rockbridge County High,N,"1,020",Rockbridge County High Rockbridge County Public Schools
Rockbridge County,Rockbridge County High,Y,10,Rockbridge County High Rockbridge County Public Schools
Rockingham County,Broadway High,N,926,Broadway High Rockingham County Public Schools
Rockingham County,Broadway High,Y,34,Broadway High Rockingham County Public Schools
Rockingham County,Cub Run Elementary,N,456,Cub Run Elementary Rockingham County Public Schools
Rockingham County,Cub Run Elementary,Y,198,Cub Run Elementary Rockingham County Public Schools
Rockingham County,East Rockingham High,N,737,East Rockingham High Rockingham County Public Schools
Rockingham County,East Rockingham High,Y,18,East Rockingham High Rockingham County Public Schools
Rockingham County,Elkton Elementary,N,272,Elkton Elementary Rockingham County Public Schools
Rockingham County,Elkton Elementary,Y,,Elkton Elementary Rockingham County Public Schools
Rockingham County,Elkton Middle,N,542,Elkton Middle Rockingham County Public Schools
Rockingham County,Elkton Middle,Y,24,Elkton Middle Rockingham County Public Schools
Rockingham County,Fulks Run Elementary,N,130,Fulks Run Elementary Rockingham County Public Schools
Rockingham County,J. Frank Hillyard Middle,N,574,J. Frank Hillyard Middle Rockingham County Public Schools
Rockingham County,J. Frank Hillyard Middle,Y,34,J. Frank Hillyard Middle Rockingham County Public Schools
Rockingham County,John C. Myers Elementary,N,430,John C. Myers Elementary Rockingham County Public Schools
Rockingham County,John C. Myers Elementary,Y,59,John C. Myers Elementary Rockingham County Public Schools
Rockingham County,John W. Wayland Elementary,N,460,John W. Wayland Elementary Rockingham County Public Schools
Rockingham County,John W. Wayland Elementary,Y,55,John W. Wayland Elementary Rockingham County Public Schools
Rockingham County,Lacey Spring Elementary,N,218,Lacey Spring Elementary Rockingham County Public Schools
Rockingham County,Lacey Spring Elementary,Y,20,Lacey Spring Elementary Rockingham County Public Schools
Rockingham County,Linville-Edom Elementary,N,138,Linville-Edom Elementary Rockingham County Public Schools
Rockingham County,Linville-Edom Elementary,Y,21,Linville-Edom Elementary Rockingham County Public Schools
Rockingham County,McGaheysville Elementary,N,213,McGaheysville Elementary Rockingham County Public Schools
Rockingham County,McGaheysville Elementary,Y,20,McGaheysville Elementary Rockingham County Public Schools
Rockingham County,Montevideo Middle,N,466,Montevideo Middle Rockingham County Public Schools
Rockingham County,Montevideo Middle,Y,55,Montevideo Middle Rockingham County Public Schools
Rockingham County,Mountain View Elementary,N,292,Mountain View Elementary Rockingham County Public Schools
Rockingham County,Mountain View Elementary,Y,85,Mountain View Elementary Rockingham County Public Schools
Rockingham County,Ottobine Elementary,N,175,Ottobine Elementary Rockingham County Public Schools
Rockingham County,Ottobine Elementary,Y,,Ottobine Elementary Rockingham County Public Schools
Rockingham County,Peak View Elementary,N,341,Peak View Elementary Rockingham County Public Schools
Rockingham County,Peak View Elementary,Y,110,Peak View Elementary Rockingham County Public Schools
Rockingham County,Plains Elementary,N,395,Plains Elementary Rockingham County Public Schools
Rockingham County,Plains Elementary,Y,37,Plains Elementary Rockingham County Public Schools
Rockingham County,Pleasant Valley Elementary,N,160,Pleasant Valley Elementary Rockingham County Public Schools
Rockingham County,Pleasant Valley Elementary,Y,47,Pleasant Valley Elementary Rockingham County Public Schools
Rockingham County,River Bend Elementary,N,315,River Bend Elementary Rockingham County Public Schools
Rockingham County,River Bend Elementary,Y,25,River Bend Elementary Rockingham County Public Schools
Rockingham County,South River Elementary,N,266,South River Elementary Rockingham County Public Schools
Rockingham County,South River Elementary,Y,31,South River Elementary Rockingham County Public Schools
Rockingham County,Spotswood High,N,850,Spotswood High Rockingham County Public Schools
Rockingham County,Spotswood High,Y,79,Spotswood High Rockingham County Public Schools
Rockingham County,Turner Ashby High,N,933,Turner Ashby High Rockingham County Public Schools
Rockingham County,Turner Ashby High,Y,68,Turner Ashby High Rockingham County Public Schools
Rockingham County,Wilbur S. Pence Middle,N,601,Wilbur S. Pence Middle Rockingham County Public Schools
Rockingham County,Wilbur S. Pence Middle,Y,54,Wilbur S. Pence Middle Rockingham County Public Schools
Russell County,Belfast Elementary,N,142,Belfast Elementary Russell County Public Schools
Russell County,Castlewood Elementary,N,312,Castlewood Elementary Russell County Public Schools
Russell County,Castlewood Elementary,Y,,Castlewood Elementary Russell County Public Schools
Russell County,Castlewood High,N,319,Castlewood High Russell County Public Schools
Russell County,Copper Creek Elementary,N,98,Copper Creek Elementary Russell County Public Schools
Russell County,Honaker Elementary,N,585,Honaker Elementary Russell County Public Schools
Russell County,Honaker High,N,461,Honaker High Russell County Public Schools
Russell County,Lebanon Elementary,N,286,Lebanon Elementary Russell County Public Schools
Russell County,Lebanon Elementary,Y,,Lebanon Elementary Russell County Public Schools
