Division Name,School Name,Foster Care,Total Count,Sch_Div
Henrico County,Tuckahoe Middle,N,"1,066",Tuckahoe Middle Henrico County Public Schools
Henrico County,Tuckahoe Middle,Y,5,Tuckahoe Middle Henrico County Public Schools
Henrico County,Twin Hickory Elementary,N,549,Twin Hickory Elementary Henrico County Public Schools
Henrico County,Varina Elementary,N,239,Varina Elementary Henrico County Public Schools
Henrico County,Varina High,N,"1,523",Varina High Henrico County Public Schools
Henrico County,Varina High,Y,8,Varina High Henrico County Public Schools
Henry County,Axton Elementary,N,376,Axton Elementary Henry County Public Schools
Henry County,Axton Elementary,Y,2,Axton Elementary Henry County Public Schools
Henry County,Bassett High,N,"1,073",Bassett High Henry County Public Schools
Henry County,Bassett High,Y,22,Bassett High Henry County Public Schools
Henry County,Campbell Court Elementary,N,271,Campbell Court Elementary Henry County Public Schools
Henry County,Campbell Court Elementary,Y,3,Campbell Court Elementary Henry County Public Schools
Henry County,Drewry Mason Elementary,N,400,Drewry Mason Elementary Henry County Public Schools
Henry County,Drewry Mason Elementary,Y,8,Drewry Mason Elementary Henry County Public Schools
Henry County,Fieldale-Collinsville Middle,N,832,Fieldale-Collinsville Middle Henry County Public Schools
Henry County,Fieldale-Collinsville Middle,Y,7,Fieldale-Collinsville Middle Henry County Public Schools
Henry County,G.W. Carver Elementary,N,447,G.W. Carver Elementary Henry County Public Schools
Henry County,G.W. Carver Elementary,Y,6,G.W. Carver Elementary Henry County Public Schools
Henry County,Laurel Park Middle,N,802,Laurel Park Middle Henry County Public Schools
Henry County,Laurel Park Middle,Y,6,Laurel Park Middle Henry County Public Schools
Henry County,Magna Vista High,N,"1,073",Magna Vista High Henry County Public Schools
Henry County,Magna Vista High,Y,10,Magna Vista High Henry County Public Schools
Henry County,Meadow View Elementary,N,646,Meadow View Elementary Henry County Public Schools
Henry County,Meadow View Elementary,Y,12,Meadow View Elementary Henry County Public Schools
Henry County,Mount Olivet Elementary,N,291,Mount Olivet Elementary Henry County Public Schools
Henry County,Rich Acres Elementary,N,249,Rich Acres Elementary Henry County Public Schools
Henry County,Rich Acres Elementary,Y,3,Rich Acres Elementary Henry County Public Schools
Henry County,Sanville Elementary,N,228,Sanville Elementary Henry County Public Schools
Henry County,Stanleytown Elementary,N,257,Stanleytown Elementary Henry County Public Schools
Henry County,Stanleytown Elementary,Y,1,Stanleytown Elementary Henry County Public Schools
Highland County,Highland Elementary,N,92,Highland Elementary Highland County Public Schools
Highland County,Highland High,N,86,Highland High Highland County Public Schools
Hopewell City,Carter G. Woodson Middle,N,853,Carter G. Woodson Middle Hopewell City Public Schools
Hopewell City,Carter G. Woodson Middle,Y,2,Carter G. Woodson Middle Hopewell City Public Schools
Hopewell City,Dupont Elementary,N,612,Dupont Elementary Hopewell City Public Schools
Hopewell City,Dupont Elementary,Y,1,Dupont Elementary Hopewell City Public Schools
Hopewell City,Harry E. James Elementary,N,537,Harry E. James Elementary Hopewell City Public Schools
Hopewell City,Harry E. James Elementary,Y,1,Harry E. James Elementary Hopewell City Public Schools
Hopewell City,Hopewell High,N,"1,166",Hopewell High Hopewell City Public Schools
Hopewell City,Hopewell High,Y,1,Hopewell High Hopewell City Public Schools
Hopewell City,Patrick Copeland Elementary,N,601,Patrick Copeland Elementary Hopewell City Public Schools
Hopewell City,Patrick Copeland Elementary,Y,1,Patrick Copeland Elementary Hopewell City Public Schools
Hopewell City,Woodlawn Pre-School Learning Center,N,302,Woodlawn Pre-School Learning Center Hopewell City Public Schools
Isle of Wight County,Carrollton Elementary,N,636,Carrollton Elementary Isle of Wight County Public Schools
Isle of Wight County,Carrsville Elementary,N,242,Carrsville Elementary Isle of Wight County Public Schools
Isle of Wight County,Georgie D. Tyler Middle,N,375,Georgie D. Tyler Middle Isle of Wight County Public Schools
Isle of Wight County,Georgie D. Tyler Middle,Y,2,Georgie D. Tyler Middle Isle of Wight County Public Schools
Isle of Wight County,Hardy Elementary,N,528,Hardy Elementary Isle of Wight County Public Schools
Isle of Wight County,Hardy Elementary,Y,1,Hardy Elementary Isle of Wight County Public Schools
Isle of Wight County,Smithfield High,N,"1,329",Smithfield High Isle of Wight County Public Schools
Isle of Wight County,Smithfield High,Y,9,Smithfield High Isle of Wight County Public Schools
Isle of Wight County,Smithfield Middle,N,620,Smithfield Middle Isle of Wight County Public Schools
Isle of Wight County,Smithfield Middle,Y,4,Smithfield Middle Isle of Wight County Public Schools
Isle of Wight County,Westside Elementary,N,724,Westside Elementary Isle of Wight County Public Schools
Isle of Wight County,Windsor Elementary,N,599,Windsor Elementary Isle of Wight County Public Schools
Isle of Wight County,Windsor High,N,550,Windsor High Isle of Wight County Public Schools
King George County,King George Elementary,N,719,King George Elementary King George County Public Schools
King George County,King George Elementary,Y,1,King George Elementary King George County Public Schools
King George County,King George High,N,"1,450",King George High King George County Public Schools
King George County,King George High,Y,5,King George High King George County Public Schools
King George County,King George Middle,N,"1,015",King George Middle King George County Public Schools
King George County,Potomac Elementary,N,543,Potomac Elementary King George County Public Schools
King George County,Sealston Elementary,N,733,Sealston Elementary King George County Public Schools
King George County,Sealston Elementary,Y,2,Sealston Elementary King George County Public Schools
King William County,Acquinton Elementary,N,425,Acquinton Elementary King William County Public Schools
King William County,Cool Spring Primary,N,410,Cool Spring Primary King William County Public Schools
King William County,Hamilton Holmes Middle,N,469,Hamilton Holmes Middle King William County Public Schools
King William County,King William High,N,679,King William High King William County Public Schools
King William County,King William High,Y,1,King William High King William County Public Schools
King and Queen County,Central High,N,268,Central High King and Queen County Public Schools
King and Queen County,King & Queen Elementary,N,298,King & Queen Elementary King and Queen County Public Schools
King and Queen County,Lawson-Marriott Elementary,N,301,Lawson-Marriott Elementary King and Queen County Public Schools
Lancaster County,Lancaster High,N,354,Lancaster High Lancaster County Public Schools
Lancaster County,Lancaster Middle,N,282,Lancaster Middle Lancaster County Public Schools
Lancaster County,Lancaster Primary,N,366,Lancaster Primary Lancaster County Public Schools
Lee County,Dryden Elementary,N,250,Dryden Elementary Lee County Public Schools
Lee County,Dryden Elementary,Y,1,Dryden Elementary Lee County Public Schools
Lee County,Elk Knob Elementary,N,286,Elk Knob Elementary Lee County Public Schools
Lee County,Elk Knob Elementary,Y,4,Elk Knob Elementary Lee County Public Schools
Lee County,Elydale Middle,N,136,Elydale Middle Lee County Public Schools
Lee County,Elydale Middle,Y,4,Elydale Middle Lee County Public Schools
Lee County,Flatwoods Elementary,N,281,Flatwoods Elementary Lee County Public Schools
Lee County,Flatwoods Elementary,Y,4,Flatwoods Elementary Lee County Public Schools
Lee County,Jonesville Middle,N,231,Jonesville Middle Lee County Public Schools
Lee County,Jonesville Middle,Y,6,Jonesville Middle Lee County Public Schools
Lee County,Lee High,N,764,Lee High Lee County Public Schools
Lee County,Lee High,Y,28,Lee High Lee County Public Schools
Lee County,Pennington Middle,N,295,Pennington Middle Lee County Public Schools
Lee County,Pennington Middle,Y,8,Pennington Middle Lee County Public Schools
Lee County,Rose Hill Elementary,N,226,Rose Hill Elementary Lee County Public Schools
Lee County,St. Charles Elementary,N,124,St. Charles Elementary Lee County Public Schools
Lee County,Thomas Walker High,N,278,Thomas Walker High Lee County Public Schools
Lee County,Thomas Walker High,Y,11,Thomas Walker High Lee County Public Schools
Lexington City,Harrington Waddell Elementary,N,326,Harrington Waddell Elementary Lexington City Public Schools
Lexington City,Lylburn Downing Middle,N,148,Lylburn Downing Middle Lexington City Public Schools
Lexington City,Rockbridge County High,N,2,Rockbridge County High Lexington City Public Schools
Loudoun County,Aldie Elementary,N,111,Aldie Elementary Loudoun County Public Schools
Loudoun County,Algonkian Elementary,N,457,Algonkian Elementary Loudoun County Public Schools
Loudoun County,Arcola Elementary,N,951,Arcola Elementary Loudoun County Public Schools
Loudoun County,Arcola Elementary,Y,1,Arcola Elementary Loudoun County Public Schools
Loudoun County,Ashburn Elementary,N,514,Ashburn Elementary Loudoun County Public Schools
Loudoun County,Ashburn Elementary,Y,2,Ashburn Elementary Loudoun County Public Schools
Loudoun County,Ball's Bluff Elementary,N,481,Ball's Bluff Elementary Loudoun County Public Schools
Loudoun County,Banneker Elementary,N,181,Banneker Elementary Loudoun County Public Schools
Loudoun County,Belmont Ridge Middle,N,"1,055",Belmont Ridge Middle Loudoun County Public Schools
Loudoun County,Belmont Ridge Middle,Y,1,Belmont Ridge Middle Loudoun County Public Schools
Loudoun County,Belmont Station Elementary,N,719,Belmont Station Elementary Loudoun County Public Schools
Loudoun County,Blue Ridge Middle,N,830,Blue Ridge Middle Loudoun County Public Schools
Loudoun County,Brambleton Middle,N,"1,628",Brambleton Middle Loudoun County Public Schools
Loudoun County,Brambleton Middle,Y,1,Brambleton Middle Loudoun County Public Schools
Loudoun County,Briar Woods High,N,"1,799",Briar Woods High Loudoun County Public Schools
Loudoun County,Broad Run High,N,"1,576",Broad Run High Loudoun County Public Schools
Loudoun County,Buffalo Trail Elementary,N,869,Buffalo Trail Elementary Loudoun County Public Schools
Loudoun County,Cardinal Ridge Elementary,N,828,Cardinal Ridge Elementary Loudoun County Public Schools
Loudoun County,Catoctin Elementary,N,580,Catoctin Elementary Loudoun County Public Schools
Loudoun County,Cedar Lane Elementary,N,734,Cedar Lane Elementary Loudoun County Public Schools
Loudoun County,Cool Spring Elementary,N,575,Cool Spring Elementary Loudoun County Public Schools
Loudoun County,Countryside Elementary,N,665,Countryside Elementary Loudoun County Public Schools
Loudoun County,Creighton's Corner Elementary,N,"1,128",Creighton's Corner Elementary Loudoun County Public Schools
Loudoun County,Discovery Elementary,N,679,Discovery Elementary Loudoun County Public Schools
Loudoun County,Dominion High,N,"1,482",Dominion High Loudoun County Public Schools
Loudoun County,Dominion Trail Elementary,N,594,Dominion Trail Elementary Loudoun County Public Schools
Loudoun County,Eagle Ridge Middle,N,"1,181",Eagle Ridge Middle Loudoun County Public Schools
Loudoun County,Emerick Elementary,N,400,Emerick Elementary Loudoun County Public Schools
Loudoun County,Evergreen Mill Elementary,N,593,Evergreen Mill Elementary Loudoun County Public Schools
Loudoun County,Evergreen Mill Elementary,Y,2,Evergreen Mill Elementary Loudoun County Public Schools
Loudoun County,Farmwell Station Middle,N,"1,116",Farmwell Station Middle Loudoun County Public Schools
Loudoun County,Forest Grove Elementary,N,501,Forest Grove Elementary Loudoun County Public Schools
Loudoun County,Frances Hazel Reid Elementary,N,582,Frances Hazel Reid Elementary Loudoun County Public Schools
Loudoun County,Frederick Douglass Elementary,N,602,Frederick Douglass Elementary Loudoun County Public Schools
Loudoun County,Freedom High,N,"2,054",Freedom High Loudoun County Public Schools
Loudoun County,Freedom High,Y,1,Freedom High Loudoun County Public Schools
Loudoun County,Goshen Post Elementary,N,889,Goshen Post Elementary Loudoun County Public Schools
Loudoun County,Guilford Elementary,N,545,Guilford Elementary Loudoun County Public Schools
Loudoun County,Hamilton Elementary,N,159,Hamilton Elementary Loudoun County Public Schools
Loudoun County,Harmony Middle,N,"1,082",Harmony Middle Loudoun County Public Schools
Loudoun County,Harmony Middle,Y,2,Harmony Middle Loudoun County Public Schools
Loudoun County,Harper Park Middle,N,915,Harper Park Middle Loudoun County Public Schools
Loudoun County,Harper Park Middle,Y,3,Harper Park Middle Loudoun County Public Schools
Loudoun County,Heritage High,N,"1,490",Heritage High Loudoun County Public Schools
Loudoun County,Heritage High,Y,1,Heritage High Loudoun County Public Schools
Loudoun County,Hillsboro Charter Academy,N,144,Hillsboro Charter Academy Loudoun County Public Schools
Loudoun County,Hillside Elementary,N,563,Hillside Elementary Loudoun County Public Schools
Loudoun County,Horizon Elementary,N,486,Horizon Elementary Loudoun County Public Schools
Loudoun County,Hovatter Elementary,N,"1,053",Hovatter Elementary Loudoun County Public Schools
Loudoun County,Hutchison Farm Elementary,N,725,Hutchison Farm Elementary Loudoun County Public Schools
Loudoun County,Independence High,N,"1,827",Independence High Loudoun County Public Schools
Loudoun County,Independence High,Y,2,Independence High Loudoun County Public Schools
Loudoun County,J. Lupton Simpson Middle,N,998,J. Lupton Simpson Middle Loudoun County Public Schools
Loudoun County,J. Michael Lunsford Middle,N,"1,383",J. Michael Lunsford Middle Loudoun County Public Schools
Loudoun County,J. Michael Lunsford Middle,Y,1,J. Michael Lunsford Middle Loudoun County Public Schools
Loudoun County,John Champe High,N,"1,689",John Champe High Loudoun County Public Schools
Loudoun County,John Champe High,Y,1,John Champe High Loudoun County Public Schools
Loudoun County,John W. Tolbert Jr. Elementary,N,636,John W. Tolbert Jr. Elementary Loudoun County Public Schools
Loudoun County,Kenneth W.Culbert Elementary,N,436,Kenneth W.Culbert Elementary Loudoun County Public Schools
Loudoun County,Kenneth W.Culbert Elementary,Y,5,Kenneth W.Culbert Elementary Loudoun County Public Schools
Loudoun County,Leesburg Elementary,N,413,Leesburg Elementary Loudoun County Public Schools
Loudoun County,Legacy Elementary,N,763,Legacy Elementary Loudoun County Public Schools
Loudoun County,Liberty Elementary,N,902,Liberty Elementary Loudoun County Public Schools
Loudoun County,Liberty Elementary,Y,1,Liberty Elementary Loudoun County Public Schools
Loudoun County,Lightridge High,N,"1,436",Lightridge High Loudoun County Public Schools
Loudoun County,Lincoln Elementary,N,79,Lincoln Elementary Loudoun County Public Schools
Loudoun County,Little River Elementary,N,676,Little River Elementary Loudoun County Public Schools
Loudoun County,Little River Elementary,Y,3,Little River Elementary Loudoun County Public Schools
Loudoun County,Loudoun County High,N,"1,503",Loudoun County High Loudoun County Public Schools
Loudoun County,Loudoun County High,Y,1,Loudoun County High Loudoun County Public Schools
Loudoun County,Loudoun Valley High,N,"1,242",Loudoun Valley High Loudoun County Public Schools
Loudoun County,Lovettsville Elementary,N,509,Lovettsville Elementary Loudoun County Public Schools
Loudoun County,Lowes Island Elementary,N,533,Lowes Island Elementary Loudoun County Public Schools
Loudoun County,Lowes Island Elementary,Y,2,Lowes Island Elementary Loudoun County Public Schools
Loudoun County,Lucketts Elementary,N,243,Lucketts Elementary Loudoun County Public Schools
Loudoun County,Madison's Trust Elementary,N,"1,182",Madison's Trust Elementary Loudoun County Public Schools
Loudoun County,Meadowland Elementary,N,404,Meadowland Elementary Loudoun County Public Schools
Loudoun County,Mercer Middle,N,"1,266",Mercer Middle Loudoun County Public Schools
Loudoun County,Middleburg Community Charter,N,141,Middleburg Community Charter Loudoun County Public Schools
Loudoun County,Mill Run Elementary,N,694,Mill Run Elementary Loudoun County Public Schools
Loudoun County,Moorefield Station Elementary,N,875,Moorefield Station Elementary Loudoun County Public Schools
Loudoun County,Mountain View Elementary,N,665,Mountain View Elementary Loudoun County Public Schools
Loudoun County,Mountain View Elementary,Y,1,Mountain View Elementary Loudoun County Public Schools
Loudoun County,Newton-Lee Elementary,N,631,Newton-Lee Elementary Loudoun County Public Schools
Loudoun County,Park View High,N,"1,408",Park View High Loudoun County Public Schools
Loudoun County,Park View High,Y,1,Park View High Loudoun County Public Schools
Loudoun County,Pinebrook Elementary,N,791,Pinebrook Elementary Loudoun County Public Schools
Loudoun County,Potomac Falls High,N,"1,617",Potomac Falls High Loudoun County Public Schools
Loudoun County,Potomac Falls High,Y,4,Potomac Falls High Loudoun County Public Schools
Loudoun County,Potowmack Elementary,N,528,Potowmack Elementary Loudoun County Public Schools
Loudoun County,River Bend Middle,N,"1,137",River Bend Middle Loudoun County Public Schools
Loudoun County,River Bend Middle,Y,3,River Bend Middle Loudoun County Public Schools
Loudoun County,Riverside High,N,"1,821",Riverside High Loudoun County Public Schools
Loudoun County,Riverside High,Y,1,Riverside High Loudoun County Public Schools
Loudoun County,Rock Ridge High,N,"1,395",Rock Ridge High Loudoun County Public Schools
Loudoun County,Rock Ridge High,Y,1,Rock Ridge High Loudoun County Public Schools
Loudoun County,Rolling Ridge Elementary,N,587,Rolling Ridge Elementary Loudoun County Public Schools
Loudoun County,Rosa Lee Carter Elementary,N,841,Rosa Lee Carter Elementary Loudoun County Public Schools
Loudoun County,Round Hill Elementary,N,548,Round Hill Elementary Loudoun County Public Schools
Loudoun County,Sanders Corner Elementary,N,460,Sanders Corner Elementary Loudoun County Public Schools
Loudoun County,Seldens Landing Elementary,N,577,Seldens Landing Elementary Loudoun County Public Schools
Loudoun County,Seldens Landing Elementary,Y,3,Seldens Landing Elementary Loudoun County Public Schools
Loudoun County,Seneca Ridge Middle,N,"1,003",Seneca Ridge Middle Loudoun County Public Schools
Loudoun County,Smart's Mill Middle,N,922,Smart's Mill Middle Loudoun County Public Schools
Loudoun County,Sterling Elementary,N,435,Sterling Elementary Loudoun County Public Schools
Loudoun County,Sterling Middle,N,"1,083",Sterling Middle Loudoun County Public Schools
Loudoun County,Steuart W. Weller Elementary,N,646,Steuart W. Weller Elementary Loudoun County Public Schools
Loudoun County,Stone Bridge High,N,"1,740",Stone Bridge High Loudoun County Public Schools
Loudoun County,Stone Hill Middle,N,"1,138",Stone Hill Middle Loudoun County Public Schools
Loudoun County,Sugarland Elementary,N,481,Sugarland Elementary Loudoun County Public Schools
Loudoun County,Sully Elementary,N,471,Sully Elementary Loudoun County Public Schools
Loudoun County,Sycolin Creek Elementary,N,537,Sycolin Creek Elementary Loudoun County Public Schools
Loudoun County,Sycolin Creek Elementary,Y,1,Sycolin Creek Elementary Loudoun County Public Schools
Loudoun County,Trailside Middle,N,"1,138",Trailside Middle Loudoun County Public Schools
Loudoun County,Tuscarora High,N,"1,401",Tuscarora High Loudoun County Public Schools
Loudoun County,W.O. Robey High,N,20,W.O. Robey High Loudoun County Public Schools
Loudoun County,Waterford Elementary,N,232,Waterford Elementary Loudoun County Public Schools
Loudoun County,Waxpool Elementary,N,728,Waxpool Elementary Loudoun County Public Schools
Loudoun County,Willard Middle,N,"1,573",Willard Middle Loudoun County Public Schools
Loudoun County,Woodgrove High,N,"1,562",Woodgrove High Loudoun County Public Schools
Loudoun County,Woodgrove High,Y,4,Woodgrove High Loudoun County Public Schools
Louisa County,Jouett Elementary,N,572,Jouett Elementary Louisa County Public Schools
Louisa County,Jouett Elementary,Y,3,Jouett Elementary Louisa County Public Schools
Louisa County,Louisa County High,N,"1,629",Louisa County High Louisa County Public Schools
Louisa County,Louisa County High,Y,13,Louisa County High Louisa County Public Schools
Louisa County,Louisa County Middle,N,"1,199",Louisa County Middle Louisa County Public Schools
Louisa County,Louisa County Middle,Y,13,Louisa County Middle Louisa County Public Schools
Louisa County,Moss-Nuckols Elementary,N,587,Moss-Nuckols Elementary Louisa County Public Schools
Louisa County,Moss-Nuckols Elementary,Y,4,Moss-Nuckols Elementary Louisa County Public Schools
Louisa County,Thomas Jefferson Elementary,N,647,Thomas Jefferson Elementary Louisa County Public Schools
Louisa County,Trevilians Elementary,N,501,Trevilians Elementary Louisa County Public Schools
Lunenburg County,Central High,N,491,Central High Lunenburg County Public Schools
Lunenburg County,Central High,Y,1,Central High Lunenburg County Public Schools
Lunenburg County,Kenbridge Elementary,N,360,Kenbridge Elementary Lunenburg County Public Schools
Lunenburg County,Lunenburg Middle,N,364,Lunenburg Middle Lunenburg County Public Schools
Lunenburg County,Victoria Elementary,N,391,Victoria Elementary Lunenburg County Public Schools
Lynchburg City,Bedford Hills Elementary,N,366,Bedford Hills Elementary Lynchburg City Public Schools
Lynchburg City,Bedford Hills Elementary,Y,6,Bedford Hills Elementary Lynchburg City Public Schools
Lynchburg City,Dearington Elementary/Innovation,N,146,Dearington Elementary/Innovation Lynchburg City Public Schools
Lynchburg City,Dearington Elementary/Innovation,Y,1,Dearington Elementary/Innovation Lynchburg City Public Schools
Lynchburg City,E.C. Glass High,N,"1,340",E.C. Glass High Lynchburg City Public Schools
Lynchburg City,E.C. Glass High,Y,19,E.C. Glass High Lynchburg City Public Schools
Lynchburg City,Heritage Elementary,N,433,Heritage Elementary Lynchburg City Public Schools
Lynchburg City,Heritage Elementary,Y,15,Heritage Elementary Lynchburg City Public Schools
Lynchburg City,Heritage High,N,"1,035",Heritage High Lynchburg City Public Schools
Lynchburg City,Heritage High,Y,31,Heritage High Lynchburg City Public Schools
Lynchburg City,Linkhorne Elementary,N,418,Linkhorne Elementary Lynchburg City Public Schools
Lynchburg City,Linkhorne Elementary,Y,6,Linkhorne Elementary Lynchburg City Public Schools
Lynchburg City,Linkhorne Middle,N,596,Linkhorne Middle Lynchburg City Public Schools
Lynchburg City,Linkhorne Middle,Y,3,Linkhorne Middle Lynchburg City Public Schools
Lynchburg City,Paul Laurence Dunbar Middle for Innovation,N,550,Paul Laurence Dunbar Middle for Innovation Lynchburg City Public Schools
Lynchburg City,Paul Laurence Dunbar Middle for Innovation,Y,4,Paul Laurence Dunbar Middle for Innovation Lynchburg City Public Schools
Lynchburg City,Paul Munro Elementary,N,352,Paul Munro Elementary Lynchburg City Public Schools
Lynchburg City,Paul Munro Elementary,Y,3,Paul Munro Elementary Lynchburg City Public Schools
Lynchburg City,Perrymont Elementary,N,366,Perrymont Elementary Lynchburg City Public Schools
Lynchburg City,Perrymont Elementary,Y,5,Perrymont Elementary Lynchburg City Public Schools
Lynchburg City,Robert S. Payne Elementary,N,452,Robert S. Payne Elementary Lynchburg City Public Schools
Lynchburg City,Robert S. Payne Elementary,Y,2,Robert S. Payne Elementary Lynchburg City Public Schools
Lynchburg City,Sandusky Elementary,N,337,Sandusky Elementary Lynchburg City Public Schools
Lynchburg City,Sandusky Elementary,Y,1,Sandusky Elementary Lynchburg City Public Schools
Lynchburg City,Sandusky Middle,N,535,Sandusky Middle Lynchburg City Public Schools
Lynchburg City,Sandusky Middle,Y,13,Sandusky Middle Lynchburg City Public Schools
Lynchburg City,Sheffield Elementary,N,443,Sheffield Elementary Lynchburg City Public Schools
Lynchburg City,Sheffield Elementary,Y,8,Sheffield Elementary Lynchburg City Public Schools
Lynchburg City,T.C. Miller Elementary for Innovation,N,198,T.C. Miller Elementary for Innovation Lynchburg City Public Schools
Lynchburg City,T.C. Miller Elementary for Innovation,Y,3,T.C. Miller Elementary for Innovation Lynchburg City Public Schools
Lynchburg City,William M. Bass Elementary,N,188,William M. Bass Elementary Lynchburg City Public Schools
Lynchburg City,William M. Bass Elementary,Y,4,William M. Bass Elementary Lynchburg City Public Schools
Madison County,Madison County High,N,555,Madison County High Madison County Public Schools
Madison County,Madison County High,Y,4,Madison County High Madison County Public Schools
Madison County,Madison Primary,N,362,Madison Primary Madison County Public Schools
Madison County,Madison Primary,Y,4,Madison Primary Madison County Public Schools
Madison County,Waverly Yowell Elementary,N,347,Waverly Yowell Elementary Madison County Public Schools
Madison County,Waverly Yowell Elementary,Y,4,Waverly Yowell Elementary Madison County Public Schools
Madison County,William H. Wetsel Middle,N,387,William H. Wetsel Middle Madison County Public Schools
Madison County,William H. Wetsel Middle,Y,1,William H. Wetsel Middle Madison County Public Schools
Manassas City,Baldwin Elementary,N,658,Baldwin Elementary Manassas City Public Schools
Manassas City,Baldwin Elementary,Y,3,Baldwin Elementary Manassas City Public Schools
Manassas City,Baldwin Intermediate,N,273,Baldwin Intermediate Manassas City Public Schools
Manassas City,Baldwin Intermediate,Y,1,Baldwin Intermediate Manassas City Public Schools
Manassas City,George Carr Round Elementary,N,541,George Carr Round Elementary Manassas City Public Schools
Manassas City,George Carr Round Elementary,Y,4,George Carr Round Elementary Manassas City Public Schools
Manassas City,Grace E. Metz Middle,N,"1,113",Grace E. Metz Middle Manassas City Public Schools
Manassas City,Grace E. Metz Middle,Y,2,Grace E. Metz Middle Manassas City Public Schools
Manassas City,Jennie Dean Elementary,N,643,Jennie Dean Elementary Manassas City Public Schools
Manassas City,Jennie Dean Elementary,Y,4,Jennie Dean Elementary Manassas City Public Schools
Manassas City,Mayfield Intermediate,N,798,Mayfield Intermediate Manassas City Public Schools
Manassas City,Mayfield Intermediate,Y,4,Mayfield Intermediate Manassas City Public Schools
Manassas City,Osbourn High,N,"2,263",Osbourn High Manassas City Public Schools
Manassas City,Osbourn High,Y,5,Osbourn High Manassas City Public Schools
Manassas City,Richard C. Haydon Elementary,N,645,Richard C. Haydon Elementary Manassas City Public Schools
Manassas City,Richard C. Haydon Elementary,Y,4,Richard C. Haydon Elementary Manassas City Public Schools
Manassas City,Weems Elementary,N,621,Weems Elementary Manassas City Public Schools
Manassas City,Weems Elementary,Y,10,Weems Elementary Manassas City Public Schools
Manassas Park City,Cougar Elementary,N,840,Cougar Elementary Manassas Park City Public Schools
Manassas Park City,Manassas Park Elementary,N,737,Manassas Park Elementary Manassas Park City Public Schools
Manassas Park City,Manassas Park High,N,"1,122",Manassas Park High Manassas Park City Public Schools
Manassas Park City,Manassas Park Middle,N,809,Manassas Park Middle Manassas Park City Public Schools
Martinsville City,Albert Harris Elementary,N,401,Albert Harris Elementary Martinsville City Public Schools
Martinsville City,Albert Harris Elementary,Y,2,Albert Harris Elementary Martinsville City Public Schools
Martinsville City,Clearview Early Learning Center,N,97,Clearview Early Learning Center Martinsville City Public Schools
Martinsville City,Martinsville High,N,554,Martinsville High Martinsville City Public Schools
Martinsville City,Martinsville High,Y,2,Martinsville High Martinsville City Public Schools
Martinsville City,Martinsville Middle,N,401,Martinsville Middle Martinsville City Public Schools
Martinsville City,Martinsville Middle,Y,1,Martinsville Middle Martinsville City Public Schools
Martinsville City,Patrick Henry Elementary,N,359,Patrick Henry Elementary Martinsville City Public Schools
Mathews County,Mathews Elementary,N,317,Mathews Elementary Mathews County Public Schools
Mathews County,Mathews Elementary,Y,2,Mathews Elementary Mathews County Public Schools
Mathews County,Mathews High,N,293,Mathews High Mathews County Public Schools
Mathews County,Thomas Hunter Middle,N,289,Thomas Hunter Middle Mathews County Public Schools
Mathews County,Thomas Hunter Middle,Y,2,Thomas Hunter Middle Mathews County Public Schools
Mecklenburg County,Bluestone  High,N,840,Bluestone  High Mecklenburg County Public Schools
Mecklenburg County,Bluestone  High,Y,1,Bluestone  High Mecklenburg County Public Schools
Mecklenburg County,Bluestone Middle,N,363,Bluestone Middle Mecklenburg County Public Schools
Mecklenburg County,Chase City Elementary,N,369,Chase City Elementary Mecklenburg County Public Schools
Mecklenburg County,Chase City Elementary,Y,2,Chase City Elementary Mecklenburg County Public Schools
Mecklenburg County,Clarksville Elementary,N,421,Clarksville Elementary Mecklenburg County Public Schools
Mecklenburg County,Clarksville Elementary,Y,1,Clarksville Elementary Mecklenburg County Public Schools
Mecklenburg County,LaCrosse Elementary,N,346,LaCrosse Elementary Mecklenburg County Public Schools
Mecklenburg County,LaCrosse Elementary,Y,2,LaCrosse Elementary Mecklenburg County Public Schools
Mecklenburg County,Park View High,N,842,Park View High Mecklenburg County Public Schools
Mecklenburg County,Park View Middle,N,502,Park View Middle Mecklenburg County Public Schools
Mecklenburg County,Park View Middle,Y,2,Park View Middle Mecklenburg County Public Schools
Mecklenburg County,South Hill Elementary,N,748,South Hill Elementary Mecklenburg County Public Schools
Mecklenburg County,South Hill Elementary,Y,1,South Hill Elementary Mecklenburg County Public Schools
Middlesex County,Middlesex Elementary,N,593,Middlesex Elementary Middlesex County Public Schools
Middlesex County,Middlesex High,N,335,Middlesex High Middlesex County Public Schools
Middlesex County,St. Clare Walker Middle,N,274,St. Clare Walker Middle Middlesex County Public Schools
Montgomery County,Auburn Elementary,N,549,Auburn Elementary Montgomery County Public Schools
Montgomery County,Auburn Elementary,Y,2,Auburn Elementary Montgomery County Public Schools
Montgomery County,Auburn High,N,373,Auburn High Montgomery County Public Schools
Montgomery County,Auburn Middle,N,288,Auburn Middle Montgomery County Public Schools
Montgomery County,Belview Elementary,N,272,Belview Elementary Montgomery County Public Schools
Montgomery County,Belview Elementary,Y,2,Belview Elementary Montgomery County Public Schools
Montgomery County,Blacksburg High,N,"1,320",Blacksburg High Montgomery County Public Schools
Montgomery County,Blacksburg High,Y,2,Blacksburg High Montgomery County Public Schools
Montgomery County,Blacksburg Middle,N,926,Blacksburg Middle Montgomery County Public Schools
